Date,Open,High,Low,Close,Volume,Adj Close
2015-08-18,0.01,0.01,0.01,0.01,2427100,0.01
2015-08-17,0.01,0.01,0.005,0.01,26066700,0.01
2015-08-14,0.015,0.015,0.015,0.015,86000,0.015
2015-08-13,0.015,0.015,0.015,0.015,30000,0.015
2015-08-12,0.01,0.01,0.01,0.01,4395600,0.01
2015-08-11,0.015,0.015,0.01,0.01,183000,0.01
2015-08-10,0.01,0.01,0.01,0.01,555000,0.01
2015-08-07,0.015,0.015,0.01,0.01,140400,0.01
2015-08-06,0.01,0.015,0.01,0.015,350300,0.015
2015-08-05,0.015,0.015,0.01,0.01,215000,0.01
2015-08-04,0.01,0.015,0.01,0.015,118000,0.015
2015-08-03,0.01,0.01,0.01,0.01,100000,0.01
2015-07-31,0.015,0.015,0.01,0.01,130000,0.01
2015-07-30,0.015,0.015,0.015,0.015,384200,0.015
2015-07-29,0.015,0.015,0.01,0.015,849000,0.015
2015-07-28,0.01,0.01,0.01,0.01,235000,0.01
2015-07-27,0.015,0.015,0.01,0.015,590400,0.015
2015-07-24,0.01,0.015,0.01,0.015,895000,0.015
2015-07-23,0.015,0.015,0.015,0.015,000,0.015
2015-07-22,0.015,0.015,0.015,0.015,233500,0.015
2015-07-21,0.015,0.015,0.015,0.015,178000,0.015
2015-07-20,0.01,0.015,0.01,0.015,800000,0.015
2015-07-17,0.01,0.01,0.01,0.01,000,0.01
2015-07-16,0.01,0.01,0.01,0.01,000,0.01
2015-07-15,0.01,0.01,0.01,0.01,1000000,0.01
2015-07-14,0.015,0.015,0.01,0.01,130000,0.01
2015-07-13,0.015,0.015,0.01,0.01,1269000,0.01
2015-07-10,0.015,0.015,0.01,0.01,530000,0.01
2015-07-09,0.015,0.015,0.01,0.015,320200,0.015
2015-07-08,0.015,0.015,0.01,0.01,5890100,0.01
2015-07-07,0.015,0.02,0.01,0.02,3164300,0.02
2015-07-06,0.015,0.02,0.015,0.015,12317700,0.015
2015-07-03,0.015,0.02,0.015,0.02,138200,0.02
2015-07-02,0.015,0.02,0.015,0.02,3664200,0.02
2015-07-01,0.015,0.02,0.015,0.02,29752800,0.02
2015-06-30,0.015,0.015,0.015,0.015,2120900,0.015
2015-06-29,0.02,0.02,0.015,0.015,542400,0.015
2015-06-26,0.02,0.02,0.015,0.015,192500,0.015
2015-06-25,0.015,0.015,0.015,0.015,530000,0.015
2015-06-24,0.015,0.015,0.015,0.015,800000,0.015
2015-06-23,0.015,0.015,0.015,0.015,1700100,0.015
2015-06-22,0.02,0.02,0.015,0.015,1735000,0.015
2015-06-19,0.02,0.02,0.015,0.015,1070400,0.015
2015-06-18,0.015,0.015,0.015,0.015,100000,0.015
2015-06-17,0.015,0.015,0.015,0.015,1320000,0.015
2015-06-16,0.015,0.015,0.015,0.015,390000,0.015
2015-06-15,0.02,0.02,0.015,0.015,4100000,0.015
2015-06-12,0.015,0.015,0.015,0.015,390000,0.015
2015-06-11,0.015,0.015,0.015,0.015,1854600,0.015
2015-06-10,0.015,0.02,0.015,0.02,700000,0.02
2015-06-09,0.015,0.02,0.015,0.015,1698500,0.015
2015-06-08,0.015,0.015,0.015,0.015,3500000,0.015
2015-06-05,0.02,0.02,0.02,0.02,840000,0.02
2015-06-04,0.02,0.02,0.015,0.015,361000,0.015
2015-06-03,0.015,0.02,0.015,0.02,220100,0.02
2015-06-02,0.015,0.015,0.015,0.015,279500,0.015
2015-06-01,0.015,0.015,0.015,0.015,1199400,0.015
2015-05-29,0.015,0.02,0.015,0.015,345000,0.015
2015-05-28,0.02,0.02,0.015,0.015,710000,0.015
2015-05-27,0.02,0.02,0.015,0.02,648000,0.02
2015-05-26,0.015,0.015,0.015,0.015,000,0.015
2015-05-25,0.02,0.02,0.015,0.015,702300,0.015
2015-05-22,0.015,0.02,0.015,0.02,836200,0.02
2015-05-21,0.02,0.02,0.02,0.02,804800,0.02
2015-05-20,0.015,0.02,0.015,0.02,1982500,0.02
2015-05-19,0.015,0.02,0.015,0.015,3825000,0.015
2015-05-18,0.02,0.025,0.015,0.02,1320400,0.02
2015-05-15,0.02,0.02,0.015,0.02,2852600,0.02
2015-05-14,0.02,0.02,0.015,0.02,2209100,0.02
2015-05-13,0.02,0.02,0.015,0.02,1912300,0.02
2015-05-12,0.025,0.025,0.015,0.015,17348900,0.015
2015-05-11,0.02,0.025,0.02,0.02,2149600,0.02
2015-05-08,0.02,0.025,0.02,0.02,7783500,0.02
2015-05-07,0.02,0.025,0.015,0.02,25346600,0.02
2015-05-06,0.03,0.03,0.015,0.025,95502100,0.025
2015-05-05,0.035,0.04,0.035,0.04,3711500,0.04
2015-05-04,0.04,0.04,0.04,0.04,000,0.04
2015-05-01,0.04,0.04,0.04,0.04,000,0.04
2015-04-30,0.04,0.04,0.04,0.04,418000,0.04
2015-04-29,0.04,0.04,0.035,0.035,4865300,0.035
2015-04-28,0.04,0.04,0.035,0.035,1207300,0.035
2015-04-27,0.035,0.04,0.035,0.035,407000,0.035
2015-04-24,0.035,0.04,0.035,0.04,993300,0.04
2015-04-23,0.035,0.04,0.035,0.04,3229200,0.04
2015-04-22,0.04,0.04,0.035,0.04,1916100,0.04
2015-04-21,0.04,0.04,0.035,0.04,2793300,0.04
2015-04-20,0.045,0.045,0.035,0.04,7842000,0.04
2015-04-17,0.045,0.045,0.04,0.04,49631200,0.04
2015-04-16,0.04,0.04,0.04,0.04,1065000,0.04
2015-04-15,0.04,0.045,0.04,0.04,1315100,0.04
2015-04-14,0.04,0.04,0.04,0.04,275000,0.04
2015-04-13,0.04,0.045,0.04,0.04,8187000,0.04
2015-04-10,0.04,0.045,0.04,0.04,4169500,0.04
2015-04-09,0.045,0.045,0.04,0.04,917500,0.04
2015-04-08,0.04,0.045,0.04,0.045,2863500,0.045
2015-04-07,0.045,0.045,0.04,0.04,3621000,0.04
2015-04-06,0.045,0.045,0.04,0.045,6478800,0.045
2015-04-03,0.045,0.045,0.04,0.04,7510000,0.04
2015-04-02,0.04,0.045,0.035,0.045,11199700,0.045
2015-04-01,0.04,0.04,0.035,0.04,62900,0.04
2015-03-31,0.04,0.04,0.04,0.04,9300,0.04
2015-03-30,0.035,0.04,0.035,0.04,681200,0.04
2015-03-27,0.035,0.04,0.035,0.04,400100,0.04
2015-03-26,0.035,0.04,0.035,0.035,131000,0.035
2015-03-25,0.035,0.04,0.035,0.035,1710000,0.035
2015-03-24,0.04,0.04,0.035,0.04,263000,0.04
2015-03-23,0.04,0.04,0.035,0.04,539200,0.04
2015-03-20,0.04,0.04,0.035,0.04,1830000,0.04
2015-03-19,0.04,0.04,0.035,0.035,4037400,0.035
2015-03-18,0.045,0.045,0.035,0.04,13078200,0.04
2015-03-17,0.04,0.045,0.04,0.045,8939100,0.045
2015-03-16,0.04,0.045,0.04,0.04,2584000,0.04
2015-03-13,0.04,0.045,0.04,0.04,50022400,0.04
2015-03-12,0.035,0.04,0.035,0.04,1130000,0.04
2015-03-11,0.04,0.04,0.035,0.04,1179100,0.04
2015-03-10,0.04,0.04,0.035,0.04,1274300,0.04
2015-03-09,0.04,0.04,0.035,0.04,4225000,0.04
2015-03-06,0.04,0.04,0.035,0.035,3780000,0.035
2015-03-05,0.04,0.04,0.035,0.035,4282400,0.035
2015-03-04,0.04,0.04,0.035,0.035,1727500,0.035
2015-03-03,0.04,0.04,0.04,0.04,3626200,0.04
2015-03-02,0.035,0.04,0.035,0.035,9052800,0.035
2015-02-27,0.035,0.04,0.035,0.035,8028300,0.035
2015-02-26,0.04,0.04,0.035,0.04,10225000,0.04
2015-02-25,0.04,0.04,0.035,0.035,3875800,0.035
2015-02-24,0.045,0.05,0.035,0.04,107146500,0.04
2015-02-23,0.05,0.055,0.04,0.045,119514100,0.045
2015-02-20,0.045,0.045,0.045,0.045,000,0.045
2015-02-19,0.045,0.045,0.045,0.045,000,0.045
2015-02-18,0.045,0.05,0.045,0.045,1142300,0.045
2015-02-17,0.05,0.05,0.04,0.045,45502800,0.045
2015-02-16,0.045,0.05,0.04,0.05,27514500,0.05
2015-02-13,0.04,0.045,0.04,0.045,11520000,0.045
2015-02-12,0.04,0.045,0.035,0.035,50194900,0.035
2015-02-11,0.035,0.035,0.035,0.035,801100,0.035
