Date,Open,High,Low,Close,Volume,Adj Close
2015-08-18,0.80,0.815,0.80,0.805,480900,0.805
2015-08-17,0.805,0.805,0.80,0.80,1437400,0.80
2015-08-14,0.82,0.82,0.80,0.81,1265600,0.81
2015-08-13,0.81,0.83,0.81,0.82,1073800,0.82
2015-08-12,0.845,0.845,0.81,0.825,1401100,0.825
2015-08-11,0.95,0.975,0.82,0.855,4085600,0.855
2015-08-10,0.95,0.99,0.895,0.945,2659200,0.945
2015-08-07,0.93,0.965,0.89,0.95,1894100,0.95
2015-08-06,1.02,1.02,0.965,0.965,1166100,0.965
2015-08-05,1.00,1.03,0.98,1.01,1239400,1.01
2015-08-04,1.03,1.05,1.00,1.01,1551100,1.01
2015-08-03,1.03,1.07,1.01,1.02,4818800,1.02
2015-07-31,0.96,1.01,0.96,1.01,5883900,1.01
2015-07-30,0.915,0.955,0.91,0.955,3152700,0.955
2015-07-29,0.865,0.90,0.865,0.895,991700,0.895
2015-07-28,0.90,0.91,0.865,0.865,2002400,0.865
2015-07-27,0.94,0.965,0.87,0.91,2000600,0.91
2015-07-24,0.955,0.96,0.935,0.95,1175700,0.95
2015-07-23,0.95,0.97,0.93,0.96,3026800,0.96
2015-07-22,0.885,0.955,0.885,0.95,7119500,0.95
2015-07-21,0.86,0.89,0.85,0.88,1036100,0.88
2015-07-20,0.87,0.89,0.85,0.86,3079100,0.86
2015-07-17,0.87,0.87,0.87,0.87,000,0.87
2015-07-16,0.845,0.87,0.835,0.87,2361000,0.87
2015-07-15,0.785,0.83,0.785,0.83,2940300,0.83
2015-07-14,0.77,0.815,0.77,0.775,3661000,0.775
2015-07-13,0.72,0.76,0.72,0.76,1040700,0.76
2015-07-10,0.73,0.73,0.71,0.71,397100,0.71
2015-07-09,0.695,0.72,0.695,0.71,374600,0.71
2015-07-08,0.73,0.73,0.685,0.695,1078300,0.695
2015-07-07,0.73,0.735,0.72,0.735,273300,0.735
2015-07-06,0.72,0.735,0.71,0.735,329000,0.735
2015-07-03,0.755,0.755,0.735,0.735,482800,0.735
2015-07-02,0.75,0.77,0.75,0.755,641100,0.755
2015-07-01,0.735,0.75,0.735,0.745,440000,0.745
2015-06-30,0.70,0.735,0.70,0.73,1028100,0.73
