Date,Open,High,Low,Close,Volume,Adj Close
2015-08-18,0.315,0.315,0.315,0.315,000,0.315
2015-08-17,0.27,0.315,0.27,0.315,6100,0.315
2015-08-14,0.295,0.295,0.295,0.295,000,0.295
2015-08-13,0.28,0.295,0.28,0.295,11000,0.295
2015-08-12,0.295,0.295,0.295,0.295,31400,0.295
2015-08-11,0.275,0.295,0.275,0.295,5000,0.295
2015-08-10,0.30,0.30,0.30,0.30,9800,0.30
2015-08-07,0.30,0.30,0.30,0.30,5000,0.30
2015-08-06,0.32,0.35,0.30,0.34,25200,0.34
2015-08-05,0.295,0.35,0.295,0.345,11600,0.345
2015-08-04,0.30,0.32,0.30,0.32,128100,0.32
2015-08-03,0.30,0.30,0.30,0.30,21900,0.30
2015-07-31,0.275,0.305,0.275,0.285,67300,0.285
2015-07-30,0.275,0.275,0.275,0.275,2000,0.275
2015-07-29,0.28,0.29,0.27,0.29,91300,0.29
2015-07-28,0.305,0.305,0.29,0.29,32000,0.29
2015-07-27,0.32,0.32,0.305,0.305,13300,0.305
2015-07-24,0.32,0.32,0.305,0.305,13100,0.305
2015-07-23,0.31,0.31,0.31,0.31,000,0.31
2015-07-22,0.31,0.31,0.31,0.31,000,0.31
2015-07-21,0.295,0.32,0.295,0.31,47100,0.31
2015-07-20,0.30,0.30,0.29,0.29,20100,0.29
2015-07-17,0.31,0.31,0.31,0.31,000,0.31
2015-07-16,0.30,0.31,0.30,0.31,22500,0.31
2015-07-15,0.31,0.31,0.31,0.31,8000,0.31
2015-07-14,0.31,0.34,0.31,0.34,21100,0.34
2015-07-13,0.31,0.315,0.31,0.315,24200,0.315
2015-07-10,0.30,0.31,0.30,0.305,19200,0.305
2015-07-09,0.31,0.32,0.30,0.315,62800,0.315
2015-07-08,0.31,0.31,0.29,0.31,29500,0.31
2015-07-07,0.315,0.315,0.31,0.31,20000,0.31
2015-07-06,0.335,0.335,0.335,0.335,000,0.335
2015-07-03,0.335,0.335,0.335,0.335,000,0.335
2015-07-02,0.335,0.335,0.335,0.335,000,0.335
2015-07-01,0.335,0.335,0.335,0.335,10000,0.335
2015-06-30,0.32,0.32,0.31,0.31,17000,0.31
2015-06-29,0.34,0.34,0.34,0.34,000,0.34
2015-06-26,0.34,0.34,0.34,0.34,000,0.34
2015-06-25,0.34,0.34,0.34,0.34,000,0.34
2015-06-24,0.34,0.34,0.34,0.34,5000,0.34
2015-06-23,0.33,0.33,0.33,0.33,000,0.33
2015-06-22,0.33,0.33,0.33,0.33,000,0.33
2015-06-19,0.33,0.33,0.33,0.33,21500,0.33
2015-06-18,0.33,0.33,0.33,0.33,9700,0.33
2015-06-17,0.32,0.32,0.31,0.31,39500,0.31
2015-06-16,0.33,0.33,0.33,0.33,000,0.33
2015-06-15,0.33,0.33,0.33,0.33,10000,0.33
2015-06-12,0.33,0.355,0.33,0.355,12000,0.355
2015-06-11,0.33,0.335,0.33,0.335,22000,0.335
2015-06-10,0.31,0.32,0.31,0.32,10700,0.32
2015-06-09,0.30,0.30,0.30,0.30,100,0.30
2015-06-08,0.33,0.33,0.30,0.30,12000,0.30
2015-06-05,0.34,0.34,0.34,0.34,000,0.34
2015-06-04,0.30,0.34,0.30,0.34,71500,0.34
2015-06-03,0.34,0.34,0.34,0.34,000,0.34
2015-06-02,0.34,0.34,0.34,0.34,30000,0.34
2015-06-01,0.335,0.335,0.335,0.335,35300,0.335
2015-05-29,0.30,0.34,0.30,0.34,34000,0.34
2015-05-28,0.35,0.35,0.345,0.35,53500,0.35
2015-05-27,0.285,0.305,0.285,0.305,5300,0.305
2015-05-26,0.315,0.315,0.315,0.315,15600,0.315
2015-05-25,0.285,0.335,0.285,0.33,10600,0.33
2015-05-22,0.31,0.31,0.31,0.31,600,0.31
2015-05-21,0.29,0.325,0.29,0.325,10700,0.325
2015-05-20,0.325,0.325,0.325,0.325,000,0.325
2015-05-19,0.325,0.325,0.325,0.325,000,0.325
2015-05-18,0.325,0.325,0.325,0.325,000,0.325
2015-05-15,0.325,0.325,0.325,0.325,000,0.325
